BT_desc,startdate,enddate,starting bal,ending bal,roi %,avgroipertrade,annualized Sharpe,wins%,losses%,n scalps,wins(max/min/avg),losses(MAX/min/avg),price chg,vola
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-05-02 05:45:00,2020-06-25 21:09:00,10000,10233.506030621407,2.3%,0.0015,1.09,0.62,0.38,34,0.0161/0/0.0075,-0.0318/0/-0.008,-13.33%,0.05
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-03-14 04:21:00,2020-04-20 12:42:00,10000,9247.756896722365,-7.5%,-0.0016,-1.05,0.62,0.38,29,0.0286/0/0.0109,-0.0558/0/-0.0214,-23.4%,0.219
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-02-23 19:30:00,2020-03-03 12:54:00,10000,10381.96585457293,3.8%,0.0055,7.82,0.71,0.29,7,0.0224/0/0.0118,-0.0151/0/-0.0091,-25.74%,0.119
XTZUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-02-14 12:27:00,2020-02-18 02:12:00,10000,9619.894001385814,-3.8%,-0.0051,9.39,0.80,0.20,5,0.0255/0/0.0101,-0.0814/0/-0.0407,27.07%,0.089
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-03-07 04:30:00,2021-04-05 02:39:00,10000,10345.646072393487,3.5%,0.0024,3.43,0.60,0.40,20,0.021/0/0.0089,-0.0207/0/-0.0072,79.35%,0.142
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2021-02-12 13:30:00,2021-03-03 12:36:00,10000,8586.418483145295,-14.1%,-0.0185,-4.35,0.67,0.33,6,0.0231/0/0.0097,-0.1766/0/-0.0592,93.3%,0.288
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-12-30 22:09:00,2021-02-03 21:12:00,10000,11906.814313024626,19.1%,0.0078,10.70,0.88,0.12,24,0.0259/0/0.0101,-0.0137/0/-0.0065,237.97%,0.263
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-12-03 12:18:00,2020-12-19 17:33:00,10000,10745.038999219922,7.5%,0.0063,9.73,1.00,0.00,12,0.0262/0/0.0063,0/0/0.0,11.21%,0.058
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-07-03 20:00:00,2020-11-28 07:27:00,10000,12421.961849438569,24.2%,0.0035,3.62,0.70,0.30,81,0.0357/0/0.0075,-0.0285/0/-0.0061,89.0%,0.193
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-04-29 05:51:00,2020-06-25 19:15:00,10000,9959.537488844884,-0.4%,0.0007,-0.23,0.73,0.27,30,0.0089/0/0.0036,-0.0249/0/-0.0069,-3.12%,0.038
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-03-10 13:45:00,2020-04-21 19:57:00,10000,10796.80618419939,8.0%,0.0037,5.40,0.65,0.35,26,0.0334/0/0.0104,-0.0176/0/-0.0087,-24.56%,0.188
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-02-23 08:21:00,2020-03-03 19:42:00,10000,10543.345479346523,5.4%,0.0084,12.63,0.83,0.17,6,0.0175/0/0.0102,-0.0029/0/-0.0014,-11.91%,0.073
BNBUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-50 willrEMA_short_entry:-50,2020-02-14 19:51:00,2020-02-18 18:06:00,10000,10299.51899262632,3.0%,0.0056,-3.10,0.80,0.20,5,0.0182/0/0.0089,-0.0105/0/-0.0052,-4.8%,0.048
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-07 04:24:00,2021-03-30 17:18:00,10000,10378.575160788072,3.8%,0.0039,8.23,0.73,0.27,11,0.0166/0/0.0061,-0.0029/0/-0.0022,23.21%,0.058
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-14 11:03:00,2021-03-03 12:36:00,10000,10311.54360347987,3.1%,0.0046,3.88,0.71,0.29,7,0.0155/0/0.0087,-0.0096/0/-0.0053,0.51%,0.067
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-01 02:15:00,2021-02-08 12:42:00,10000,10034.741612698432,0.3%,0.0014,-1.92,0.50,0.50,8,0.0317/0/0.0172,-0.0484/0/-0.0147,89.33%,0.127
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-12-09 05:51:00,2020-12-19 07:27:00,10000,10202.765831271854,2.0%,0.0041,11.37,0.80,0.20,5,0.014/0/0.0052,-0.0015/0/-0.0008,20.95%,0.089
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-21 14:21:00,2020-11-25 13:42:00,10000,9737.051426014896,-2.6%,-0.0005,-3.19,0.55,0.45,20,0.0222/0/0.0044,-0.0157/0/-0.0063,93.51%,0.208
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-04-29 00:00:00,2020-06-22 15:54:00,10000,10080.4725468935,0.8%,0.0023,9.64,1.00,0.00,4,0.0041/0/0.0023,0/0/0.0,20.92%,0.055
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-16 08:54:00,2020-04-19 02:42:00,10000,10333.435933634786,3.3%,0.0062,9.91,0.80,0.20,5,0.0224/0/0.0075,-0.0007/0/-0.0004,-20.99%,0.133
BTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-22 21:57:00,2020-02-23 00:45:00,10000,9983.90096855699,-0.2%,-0.0004,nan,0.00,1.00,1,0/0/0.0,-0.0008/0/-0.0004,-8.74%,0.052
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-13 15:42:00,2021-04-04 21:54:00,10000,10093.408528520275,0.9%,0.0019,3.78,0.43,0.57,7,0.0175/0/0.0075,-0.0078/0/-0.003,41.47%,0.082
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-12 21:09:00,2021-03-03 12:33:00,10000,10420.31029652939,4.2%,0.0066,7.21,0.83,0.17,6,0.0173/0/0.009,-0.0078/0/-0.0039,-17.27%,0.102
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-02 18:06:00,2021-01-24 16:00:00,10000,9619.06508855542,-3.8%,-0.0047,-5.55,0.33,0.67,6,0.014/0/0.0085,-0.0345/0/-0.0117,186.07%,0.244
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-12-12 12:42:00,2020-12-16 20:27:00,10000,10104.125714227237,1.0%,0.0032,2.72,0.67,0.33,3,0.0088/0/0.0051,-0.0026/0/-0.0013,6.11%,0.054
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-01 18:39:00,2020-11-28 22:36:00,10000,10567.50672512382,5.7%,0.0047,5.68,0.69,0.31,13,0.0186/0/0.0085,-0.0125/0/-0.0038,138.91%,0.215
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-04-29 00:00:00,2020-06-22 15:21:00,10000,10493.032829228587,4.9%,0.0076,13.41,1.00,0.00,6,0.0175/0/0.0076,0/0/0.0,17.56%,0.081
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-26 16:57:00,2020-04-13 10:57:00,10000,9068.907762189332,-9.3%,-0.0232,-10.58,0.00,1.00,3,0/0/0.0,-0.061/0/-0.0232,-20.09%,0.199
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-01 22:00:00,2020-03-02 19:54:00,10000,10099.387846783056,1.0%,0.0039,nan,0.50,0.50,2,0.0175/0/0.0088,-0.0058/0/-0.0029,-14.22%,0.078
ETHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-14 19:48:00,2020-02-18 23:03:00,10000,10250.637470469776,2.5%,0.0068,13.21,1.00,0.00,3,0.014/0/0.0068,0/0/0.0,21.47%,0.077
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-09 04:15:00,2021-04-05 15:48:00,10000,10241.10919111754,2.4%,0.0034,5.48,0.75,0.25,8,0.0126/0/0.0052,-0.0055/0/-0.0021,33.1%,0.068
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-24 10:18:00,2021-03-01 15:24:00,10000,10165.178661130536,1.7%,0.0061,-12.14,0.50,0.50,2,0.0239/0/0.012,-0.0057/0/-0.0028,-4.87%,0.164
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-25 09:21:00,2021-01-27 11:48:00,10000,10130.054695420036,1.3%,0.0049,-13.08,0.50,0.50,2,0.0176/0/0.0088,-0.0029/0/-0.0014,62.63%,0.133
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-12-13 13:51:00,2020-12-15 20:12:00,10000,10153.773500470363,1.5%,0.0044,7.96,1.00,0.00,3,0.012/0/0.0044,0/0/0.0,19.81%,0.075
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-06 07:54:00,2020-10-21 15:54:00,10000,10589.202500474108,5.9%,0.0049,7.10,0.85,0.15,13,0.0164/0/0.0066,-0.006/0/-0.0038,23.83%,0.116
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-05-08 19:03:00,2020-06-17 13:06:00,10000,10345.954228051558,3.5%,0.0064,9.71,1.00,0.00,5,0.0194/0/0.0064,0/0/0.0,-4.19%,0.041
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-12 16:03:00,2020-04-19 09:54:00,10000,9757.743890555146,-2.4%,-0.0033,-0.07,0.40,0.60,5,0.0269/0/0.0118,-0.0224/0/-0.0138,-30.34%,0.162
BCHUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-14 17:15:00,2020-02-14 18:03:00,10000,10055.211966435609,0.6%,0.0032,nan,1.00,0.00,1,0.0063/0/0.0032,0/0/0.0,-8.0%,0.071
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-26 04:27:00,2021-03-26 06:54:00,10000,10090.259357277882,0.9%,0.0049,nan,1.00,0.00,1,0.0098/0/0.0049,0/0/0.0,127.94%,0.197
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-15 19:00:00,2021-02-17 20:57:00,10000,9903.1996324993,-1.0%,-0.0026,-11.35,0.50,0.50,2,0.0125/0/0.0062,-0.0203/0/-0.0102,-4.2%,0.119
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-31 14:33:00,2021-02-08 13:57:00,10000,9926.291064974113,-0.7%,-0.0009,-8.46,0.67,0.33,3,0.033/0/0.0126,-0.0414/0/-0.0207,53.89%,0.251
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-08 12:12:00,2020-11-13 22:36:00,10000,9987.873257639905,-0.1%,0.0007,-0.58,0.50,0.50,14,0.0106/0/0.0051,-0.0078/0/-0.0038,244.41%,0.294
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-04-28 19:54:00,2020-06-23 07:18:00,10000,10176.455156858321,1.8%,0.0027,7.72,0.75,0.25,8,0.0107/0/0.0047,-0.0053/0/-0.003,-6.41%,0.052
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-19 08:45:00,2020-04-18 19:15:00,10000,9910.647750620194,-0.9%,-0.0004,-1.36,0.71,0.29,7,0.0119/0/0.0054,-0.0223/0/-0.0117,-21.41%,0.129
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-23 07:12:00,2020-03-01 23:48:00,10000,9994.564750114312,-0.1%,0.0004,9.50,0.50,0.50,2,0.0046/0/0.0023,-0.0035/0/-0.0018,-16.36%,0.077
XRPUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-17 14:36:00,2020-02-18 21:24:00,10000,9757.82420869565,-2.4%,-0.0115,-13.51,0.00,1.00,1,0/0/0.0,-0.023/0/-0.0115,3.6%,0.073
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-08 21:06:00,2021-04-04 20:15:00,10000,10426.643205561108,4.3%,0.0067,12.68,0.83,0.17,6,0.0216/0/0.0094,-0.0096/0/-0.0048,81.56%,0.184
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-15 20:15:00,2021-02-27 20:33:00,10000,9663.463343475645,-3.4%,-0.0061,-9.77,0.50,0.50,4,0.0084/0/0.0051,-0.0277/0/-0.0152,-13.25%,0.14
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-04 07:00:00,2021-01-24 10:48:00,10000,9229.996731583895,-7.7%,-0.0101,-5.04,0.67,0.33,6,0.0097/0/0.0051,-0.0916/0/-0.0322,57.13%,0.105
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-12-12 06:36:00,2020-12-16 23:48:00,10000,10289.985812290815,2.9%,0.0078,10.33,1.00,0.00,3,0.0207/0/0.0078,0/0/0.0,-1.83%,0.049
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-03 14:27:00,2020-11-23 11:00:00,10000,10330.45482858455,3.3%,0.0024,2.17,0.68,0.32,19,0.0229/0/0.0066,-0.0168/0/-0.0064,24.76%,0.116
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-05-12 07:33:00,2020-06-06 00:51:00,10000,10023.374268565873,0.2%,0.0011,4.11,0.60,0.40,5,0.0116/0/0.0047,-0.0062/0/-0.0041,-8.9%,0.05
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-16 08:33:00,2020-04-13 10:06:00,10000,9317.013540770951,-6.8%,-0.0129,1.91,0.50,0.50,4,0.0094/0/0.0057,-0.0715/0/-0.0272,-30.08%,0.17
EOSUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-29 07:39:00,2020-02-29 15:21:00,10000,9908.792452830186,-0.9%,-0.0042,nan,0.00,1.00,1,0/0/0.0,-0.0083/0/-0.0042,-9.82%,0.071
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-09 04:15:00,2021-03-29 16:39:00,10000,9372.37371240498,-6.3%,-0.0069,-3.38,0.71,0.29,7,0.0135/0/0.0057,-0.0881/0/-0.0297,34.98%,0.068
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-15 19:00:00,2021-03-03 12:30:00,10000,10021.802443362936,0.2%,0.0010,0.03,0.57,0.43,7,0.0194/0/0.0087,-0.0147/0/-0.0088,-4.01%,0.117
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-05 21:51:00,2021-01-05 22:42:00,10000,10321.719278252613,3.2%,0.0165,nan,1.00,0.00,1,0.033/0/0.0165,0/0/0.0,42.22%,0.099
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-12-12 10:27:00,2020-12-17 00:00:00,10000,10106.188406334406,1.1%,0.0034,-6.17,0.67,0.33,3,0.0266/0/0.0106,-0.0183/0/-0.0092,35.1%,0.144
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-08 12:12:00,2020-11-16 13:39:00,10000,9980.811362142984,-0.2%,0.0007,-1.94,0.67,0.33,15,0.0224/0/0.0058,-0.0356/0/-0.0087,76.12%,0.19
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-05-09 02:09:00,2020-06-22 21:00:00,10000,10269.446796239314,2.7%,0.0037,10.98,1.00,0.00,8,0.0088/0/0.0037,0/0/0.0,-3.97%,0.042
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-22 06:00:00,2020-04-12 15:57:00,10000,8905.027336787194,-10.9%,-0.0182,-10.59,0.40,0.60,5,0.0066/0/0.0033,-0.0549/0/-0.0297,-32.02%,0.152
LTCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-25 18:27:00,2020-02-26 02:06:00,10000,10561.047752808989,5.6%,0.0284,nan,1.00,0.00,1,0.0569/0/0.0284,0/0/0.0,-14.83%,0.106
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-08 00:54:00,2021-03-10 19:12:00,10000,9879.305715610284,-1.2%,-0.0024,-11.46,0.33,0.67,3,0.0048/0/0.0024,-0.0106/0/-0.0048,146.86%,0.343
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-18 03:30:00,2021-03-03 11:03:00,10000,10401.944726355947,4.0%,0.0064,4.90,0.83,0.17,6,0.0253/0/0.0106,-0.0186/0/-0.0093,6.44%,0.102
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-03 22:42:00,2021-01-18 05:39:00,10000,9907.535908683174,-0.9%,-0.0017,0.74,0.33,0.67,3,0.013/0/0.0065,-0.0099/0/-0.0066,63.51%,0.114
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-12-16 17:36:00,2020-12-19 09:24:00,10000,10070.04292577326,0.7%,0.0029,-15.03,0.50,0.50,2,0.0099/0/0.005,-0.0013/0/-0.0006,-1.83%,0.045
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-06 07:06:00,2020-11-20 13:42:00,10000,10554.926088724114,5.5%,0.0032,3.39,0.68,0.32,22,0.0305/0/0.0075,-0.0133/0/-0.0058,90.59%,0.2
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-05-05 02:15:00,2020-06-23 19:45:00,10000,10394.883954724091,3.9%,0.0040,5.45,0.73,0.27,11,0.017/0/0.0067,-0.007/0/-0.0032,12.29%,0.06
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-16 09:33:00,2020-04-14 09:54:00,10000,9739.617640247674,-2.6%,-0.0030,-2.98,0.50,0.50,6,0.0224/0/0.0067,-0.0295/0/-0.0119,-27.46%,0.151
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-25 18:30:00,2020-03-02 17:03:00,10000,10107.694885627052,1.1%,0.0042,-11.61,0.50,0.50,2,0.0238/0/0.0119,-0.0111/0/-0.0056,-15.12%,0.088
TRXUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-02-18 05:36:00,2020-02-18 07:48:00,10000,10019.113924050633,0.2%,0.0014,nan,1.00,0.00,1,0.0027/0/0.0014,0/0/0.0,-0.23%,0.071
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-03-18 03:30:00,2021-04-05 21:57:00,10000,10061.644337572137,0.6%,0.0017,-0.82,0.60,0.40,5,0.011/0/0.0059,-0.0093/0/-0.0044,70.24%,0.109
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-02-13 01:18:00,2021-03-03 12:42:00,10000,10349.511901409229,3.5%,0.0052,1.42,0.71,0.29,7,0.028/0/0.0156,-0.0263/0/-0.0175,7.86%,0.166
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2021-01-28 14:36:00,2021-01-28 15:30:00,10000,10129.194619818833,1.3%,0.0069,nan,1.00,0.00,1,0.0137/0/0.0068,0/0/0.0,68.59%,0.121
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-12-03 18:48:00,2020-12-16 19:51:00,10000,9732.438554837396,-2.7%,-0.0061,-11.31,0.33,0.67,3,0.0002/0/0.0001,-0.0224/0/-0.0082,-2.88%,0.041
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-07-06 09:30:00,2020-11-23 09:18:00,10000,9597.105867612312,-4.0%,-0.0013,-3.50,0.56,0.44,18,0.0137/0/0.0062,-0.0275/0/-0.0104,9.88%,0.134
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-04-29 06:39:00,2020-06-22 15:54:00,10000,9409.659954578288,-5.9%,-0.0066,-5.16,0.71,0.29,7,0.0072/0/0.0043,-0.0571/0/-0.0263,3.17%,0.058
ETCUSDT asset_type:futures strategy:WillRBband floating_willr:True ENTRY PARAMS: willr_diff_threshold:0.75 willrema_long_entry:-40 willrEMA_short_entry:-60,2020-03-12 22:00:00,2020-04-10 19:51:00,10000,10614.308229455582,6.1%,0.0108,8.51,0.60,0.40,5,0.0437/0/0.0183,-0.0057/0/-0.0029,-33.89%,0.154
